CensusTract,State,County,LAT,LON,Urban,Rural,housing units,total pop,pop 1 mile low access
36061003900,NY,New York,40.7152762,-74.00386,1,0,2829,5860,0
36061004000,NY,New York,40.7255579,-73.9837166,1,0,4252,8651,0
36061004100,NY,New York,40.7188641,-74.0061467,1,0,3485,7817,0
36061004200,NY,New York,40.7290092,-73.9814618,1,0,1652,5145,0
36061004300,NY,New York,40.7223222,-73.9911397,1,0,2387,4270,0
36061004400,NY,New York,40.724563,-73.9902061,1,0,8289,16538,0
36061004500,NY,New York,40.7260999,-74.0117336,1,0,516,1136,0
36061004700,NY,New York,40.7273669,-73.9884656,1,0,1441,2524,0
36061004800,NY,New York,40.721555,-74.012927,1,0,3691,7229,0
36061004900,NY,New York,40.7307448,-73.9860235,1,0,2906,4942,0
36061005000,NY,New York,40.719161,-73.9966954,1,0,3270,5055,0
36061005200,NY,New York,40.7318014,-73.9893668,1,0,1465,3408,0
36061005400,NY,New York,40.7233237,-73.9954663,1,0,2592,4536,0
36061005501,NY,New York,40.7280964,-73.971452,1,0,2082,4204,0
36061005502,NY,New York,40.7205701,-73.9993912,1,0,1195,2257,0
36061005600,NY,New York,40.7224189,-74.0028653,1,0,1987,3322,0
36061005700,NY,New York,40.7338561,-73.9837297,1,0,1571,2781,0
36061005800,NY,New York,40.7250607,-74.0004802,1,0,2187,3512,0
36061005900,NY,New York,40.7361106,-73.9872189,1,0,2867,5401,0
36061006000,NY,New York,40.7374424,-73.9904576,1,0,2323,4511,0
36061006100,NY,New York,40.7388112,-73.993678,1,0,2387,5224,0
36061006200,NY,New York,40.7276734,-73.997083,1,0,1327,4437,0
36061006300,NY,New York,40.7262229,-73.9938721,1,0,3881,6380,0
36061006400,NY,New York,40.7417904,-73.9872892,1,0,4873,8090,0
36061006500,NY,New York,40.729416,-73.9923912,1,0,3397,6202,0
36061006600,NY,New York,40.7431454,-73.9905106,1,0,6489,11740,0
36061006700,NY,New York,40.7312895,-73.9945614,1,0,3570,5461,0
36061006800,NY,New York,40.73439,-73.9740455,1,0,4021,7614,0
36061006900,NY,New York,40.7337082,-73.9923241,1,0,1307,2759,0
36061007000,NY,New York,40.7386044,-73.9728432,1,0,5395,8871,0
36061007100,NY,New York,40.7344214,-73.9968603,1,0,3259,5429,0
36061007200,NY,New York,40.7369538,-73.9814755,1,0,4992,8664,0
36061007300,NY,New York,40.7299685,-73.9995774,1,0,4181,6215,0
36061007400,NY,New York,40.7400705,-73.9792317,1,0,2455,4319,0
36061007500,NY,New York,40.7304513,-74.0041205,1,0,2415,4159,0
36061007600,NY,New York,40.7404366,-73.9840803,1,0,1433,2277,0
36061007700,NY,New York,40.7294317,-74.0124667,1,0,3842,5966,0
36061007800,NY,New York,40.743185,-73.9769614,1,0,5076,8391,0
36061007900,NY,New York,40.7354477,-73.9999139,1,0,2628,4442,0
36061008000,NY,New York,40.7448656,-73.9808584,1,0,3365,5377,0
36061008100,NY,New York,40.7341146,-74.0041065,1,0,4992,8047,0
36061008200,NY,New York,40.7462136,-73.9840829,1,0,2112,3262,0
36061008300,NY,New York,40.7342201,-74.0113049,1,0,2159,4092,0
36061008400,NY,New York,40.7475672,-73.987298,1,0,922,1595,0
36061008601,NY,New York,40.7380854,-74.003295,1,0,1425,2618,0
36061008602,NY,New York,40.7463237,-73.9746729,1,0,0,0,0
36061008603,NY,New York,40.7383077,-74.0103189,1,0,2799,4799,0
36061008700,NY,New York,40.7492588,-73.977652,1,0,3982,6338,0
36061008800,NY,New York,40.7398053,-73.9987713,1,0,4882,7026,0
36061008900,NY,New York,40.7506132,-73.9808741,1,0,3181,5708,0
36061009000,NY,New York,40.7421983,-74.0044535,1,0,4809,7883,0
36061009100,NY,New York,40.7519695,-73.9840942,1,0,3943,6304,0
36061009200,NY,New York,40.7461341,-73.9694101,1,0,1199,1806,0
36061009300,NY,New York,40.7497577,-73.9662388,1,0,5215,8780,0
36061009400,NY,New York,40.7533793,-73.96291,1,0,40,73,0
36061009500,NY,New York,40.7422439,-73.9969962,1,0,1057,3040,0
36061009600,NY,New York,40.7494963,-73.9723665,1,0,105,155,0
36061009700,NY,New York,40.744638,-74.0026786,1,0,2662,5224,0
36061009800,NY,New York,40.7526521,-73.97004,1,0,4615,7316,0
36061009900,NY,New York,40.7447178,-73.9951959,1,0,1091,1945,0
36061010000,NY,New York,40.7536476,-73.9747422,1,0,1191,1992,0
36061010100,NY,New York,40.7471119,-74.0008752,1,0,495,1116,0
36061010200,NY,New York,40.7552279,-73.9777463,1,0,117,230,0
36061010300,NY,New York,40.7472363,-73.9933578,1,0,1328,2058,0
36061010400,NY,New York,40.7563748,-73.9808861,1,0,627,966,0
36061010601,NY,New York,40.7496604,-73.999042,1,0,4398,7351,0
36061010602,NY,New York,40.755788,-73.9677745,1,0,2546,4875,0
36061010800,NY,New York,40.7523775,-74.0083669,1,0,5357,9039,0
36061010900,NY,New York,40.7580653,-73.9712318,1,0,113,183,0
36061011000,NY,New York,40.7497314,-73.9915412,1,0,4433,7169,0
36061011100,NY,New York,40.7594238,-73.9744493,1,0,2047,3512,0
36061011201,NY,New York,40.7521404,-73.9971904,1,0,629,992,0
36061011202,NY,New York,40.7607791,-73.9776729,1,0,245,441,0
36061011203,NY,New York,40.7568359,-73.9604665,1,0,880,1401,0
36061011300,NY,New York,40.7600851,-73.9582333,1,0,84,117,0
36061011401,NY,New York,40.758968,-73.9654532,1,0,793,1412,0
36061011402,NY,New York,40.7522505,-73.9897028,1,0,1422,2397,0
36061011500,NY,New York,40.7621471,-73.9631398,1,0,1189,2303,0
36061011600,NY,New York,40.7546437,-73.9953876,1,0,2180,3543,0
36061011700,NY,New York,40.7639781,-73.9753455,1,0,2056,3364,0
36061011800,NY,New York,40.762604,-73.9721311,1,0,5111,8767,0
36061011900,NY,New York,40.7612444,-73.9689142,1,0,1028,1120,0
36061012000,NY,New York,40.7547752,-73.9878702,1,0,2068,3971,0
36061012100,NY,New York,40.7648402,-73.9704939,1,0,5439,8554,0
36061012200,NY,New York,40.7634831,-73.9672789,1,0,2024,3633,0
36061012400,NY,New York,40.7571661,-73.9935528,1,0,5541,10218,0
36061012500,NY,New York,40.7624537,-73.9557716,1,0,1737,2719,0
36061012600,NY,New York,40.7611059,-74.0024791,1,0,7757,12774,0
36061012700,NY,New York,40.7652748,-73.9608553,1,0,4012,6928,0
36061012800,NY,New York,40.7573151,-73.9860247,1,0,3080,6270,0
36061012900,NY,New York,40.7669264,-73.9647673,1,0,3354,6038,0
36061013000,NY,New York,40.7597092,-73.9917004,1,0,2083,4195,0
36061013100,NY,New York,40.7682812,-73.9679849,1,0,1824,2816,0
36061013200,NY,New York,40.7660368,-73.952871,1,0,6481,10590,0
36061013300,NY,New York,40.7598407,-73.9841752,1,0,3502,6208,0
36061013400,NY,New York,40.7684666,-73.9585262,1,0,6762,11174,0
36061013500,NY,New York,40.762237,-73.989856,1,0,3508,6596,0
36061013600,NY,New York,40.7713809,-73.9615172,1,0,8771,15344,0
36061013700,NY,New York,40.7650139,-73.9998117,1,0,4029,6471,0
36061013800,NY,New York,40.7727364,-73.9647332,1,0,7334,12444,0
36061013900,NY,New York,40.7623458,-73.9823534,1,0,6211,9257,0
36061014000,NY,New York,40.7693047,-73.9500032,1,0,3863,7813,0
36061014200,NY,New York,40.7647381,-73.9880352,1,0,2158,4462,0
36061014300,NY,New York,40.7717017,-73.9561658,1,0,0,25,0
36061014401,NY,New York,40.7702629,-73.9959718,1,0,2633,4864,0
36061014402,NY,New York,40.7725278,-73.9480644,1,0,3866,6743,0
36061014500,NY,New York,40.765207,-73.9802337,1,0,2716,5542,0
36061014601,NY,New York,40.7749216,-73.953815,1,0,2600,4274,0
36061014602,NY,New York,40.7672923,-73.9861711,1,0,4790,7904,0
36061014700,NY,New York,40.7759141,-73.95821,1,0,1516,2755,0
36061014801,NY,New York,40.7772742,-73.9614257,1,0,1446,2863,0
36061014802,NY,New York,40.7814695,-73.9667842,1,0,3568,7066,0
36061014900,NY,New York,40.7752486,-73.947552,1,0,3205,5842,0
36061015001,NY,New York,40.7762339,-73.9453767,1,0,1067,2294,0
36061015002,NY,New York,40.7698085,-73.9842549,1,0,2480,5437,0
36061015100,NY,New York,40.7771918,-73.952161,1,0,4202,8306,0
36061015200,NY,New York,40.7788148,-73.950975,1,0,3727,7275,0
36061015300,NY,New York,40.7713285,-73.9888036,1,0,5310,9320,0
36061015400,NY,New York,40.7788416,-73.9560743,1,0,7818,13749,0
36061015500,NY,New York,40.7810927,-73.9544321,1,0,5512,9350,0
36061015601,NY,New York,40.7723543,-73.9824834,1,0,2997,5345,0
36061015602,NY,New York,40.7801987,-73.9592834,1,0,1010,2298,0
36061015700,NY,New York,40.7824499,-73.9576478,1,0,6246,10751,0
36061015801,NY,New York,40.7755489,-73.9921079,1,0,2660,5650,0
36061015802,NY,New York,40.7789143,-73.9394523,1,0,1594,3346,0
36061015900,NY,New York,40.7748578,-73.9806658,1,0,5509,9623,0
36061016001,NY,New York,40.7813494,-73.9491245,1,0,1633,3744,0
36061016002,NY,New York,40.7785469,-73.990183,1,0,1183,3131,0
36061016100,NY,New York,40.7835686,-73.9475024,1,0,3803,6437,0
36061016200,NY,New York,40.7851821,-73.9463253,1,0,3976,9308,0
36061016300,NY,New York,40.7774175,-73.9787896,1,0,3831,6624,0
36061016400,NY,New York,40.7842784,-73.9521037,1,0,2363,6127,0
36061016500,NY,New York,40.7865243,-73.950465,1,0,3414,6402,0
36061016600,NY,New York,40.7803844,-73.9870937,1,0,2997,7317,0
36061016700,NY,New York,40.7856349,-73.9553223,1,0,3351,6564,0
36061016800,NY,New York,40.7878787,-73.9536853,1,0,1623,5675,0
36061016900,NY,New York,40.7799492,-73.9771934,1,0,4358,8108,0
36061017000,NY,New York,40.7887495,-73.9391484,1,0,3257,7855,0
36061017100,NY,New York,40.7835282,-73.9860998,1,0,4547,8989,0
36061017200,NY,New York,40.7877141,-73.9444745,1,0,2164,5504,0
36061017300,NY,New York,40.7823577,-73.9749987,1,0,4793,8939,0
36061017401,NY,New York,40.7893746,-73.9483593,1,0,2051,5248,0
36061017402,NY,New York,40.7864633,-73.9835804,1,0,850,2093,0
36061017500,NY,New York,40.791051,-73.951345,1,0,5202,10820,0
36061017700,NY,New York,40.7851959,-73.9731195,1,0,4736,9151,0
36061017800,NY,New York,40.7909025,-73.9421468,1,0,1639,3912,0
36061017900,NY,New York,40.7888138,-73.9827681,1,0,4876,9293,0
36061018000,NY,New York,40.793827,-73.9451333,1,0,2788,7476,0
36061018100,NY,New York,40.7877705,-73.9712361,1,0,4499,8866,0
36061018200,NY,New York,40.7948875,-73.948576,1,0,2490,6768,0
36061018300,NY,New York,40.7968026,-73.9471624,1,0,4648,8667,0
36061018400,NY,New York,40.791537,-73.9799727,1,0,3046,7835,0
36061018500,NY,New York,40.7903083,-73.9693891,1,0,2590,4190,0
36061018600,NY,New York,40.7940929,-73.9327979,1,0,2032,5701,0
36061018700,NY,New York,40.7943257,-73.9790063,1,0,4278,8974,0
36061018800,NY,New York,40.7944017,-73.939595,1,0,2282,6008,0
36061018900,NY,New York,40.7925562,-73.967746,1,0,4919,11547,0
36061019000,NY,New York,40.7983211,-73.9418511,1,0,1440,3083,0
36061019100,NY,New York,40.7967957,-73.9769097,1,0,4427,8807,0
36061019200,NY,New York,40.7996841,-73.9450687,1,0,1289,3584,0
36061019300,NY,New York,40.7945001,-73.9663636,1,0,4075,9009,0
36061019400,NY,New York,40.7991059,-73.9497088,1,0,2408,6558,0
36061019500,NY,New York,40.7995846,-73.9752418,1,0,3683,8197,0
36061019600,NY,New York,40.7975948,-73.9372599,1,0,1545,3931,0
36061019701,NY,New York,40.7973281,-73.9642508,1,0,306,641,0
36061019702,NY,New York,40.8019616,-73.9476194,1,0,1034,2090,0
36061019800,NY,New York,40.8015309,-73.972221,1,0,980,1914,0
36061019900,NY,New York,40.799559,-73.9294154,1,0,3676,10064,0
36061020000,NY,New York,40.8005051,-73.9619564,1,0,1283,2581,0
36061020101,NY,New York,40.8004651,-73.935186,1,0,300,1731,0
36061020102,NY,New York,40.8039983,-73.9704542,1,0,1626,3865,0
36061020300,NY,New York,40.8028054,-73.9385762,1,0,721,3633,0
36061020500,NY,New York,40.8053111,-73.9593993,1,0,1229,5322,0
36061020600,NY,New York,40.802189,-73.9579879,1,0,1305,2942,0
36061020701,NY,New York,40.8043025,-73.9423627,1,0,1323,3329,0
36061020800,NY,New York,40.8065718,-73.9687947,1,0,2087,4591,0
36061020901,NY,New York,40.8057859,-73.9452336,1,0,1457,3673,0
36061021000,NY,New York,40.8064355,-73.9602048,1,0,3042,6637,0
36061021100,NY,New York,40.8050511,-73.9566329,1,0,4466,10330,0
36061021200,NY,New York,40.8086693,-73.9615616,1,0,2480,4412,0
36061021303,NY,New York,40.8110985,-73.9671098,1,0,2217,5619,0
36061021400,NY,New York,40.8082917,-73.9387853,1,0,1865,3001,0
36061021500,NY,New York,40.8089775,-73.95846,1,0,1220,3068,0
36061021600,NY,New York,40.8096485,-73.942008,1,0,3071,7556,0
36061021703,NY,New York,40.8115578,-73.9550032,1,0,4,6,0
36061021800,NY,New York,40.8135899,-73.9353306,1,0,2729,6617,0
36061021900,NY,New York,40.8159829,-73.9631123,1,0,2039,6023,0
36061022000,NY,New York,40.8137611,-73.9390015,1,0,2323,5370,0
36061022102,NY,New York,40.8145587,-73.9531391,1,0,1145,2175,0
36061022200,NY,New York,40.8177989,-73.9361841,1,0,1111,2644,0
36061022301,NY,New York,40.8135272,-73.9494713,1,0,2305,7917,0
36061022302,NY,New York,40.8006768,-73.954388,1,0,1426,3385,0
36061022400,NY,New York,40.8179349,-73.9497563,1,0,2553,6427,0
36061022500,NY,New York,40.8032221,-73.9525241,1,0,3518,10149,0
36061022600,NY,New York,40.8185149,-73.9602435,1,0,1749,3778,0
36061022700,NY,New York,40.8057836,-73.950657,1,0,2150,4864,0
36061022800,NY,New York,40.8186544,-73.9461862,1,0,2315,5248,0
36061022900,NY,New York,40.8083402,-73.9487876,1,0,2865,8300,0
36061023000,NY,New York,40.8220415,-73.9579264,1,0,3343,8106,0
36061023100,NY,New York,40.8209453,-73.9592794,1,0,2615,5865,0
36061023200,NY,New York,40.8111222,-73.9469598,1,0,2959,7980,0
36061023300,NY,New York,40.8251911,-73.9572269,1,0,2345,6527,0
36061023400,NY,New York,40.8134305,-73.9448116,1,0,1902,4465,0
36061023501,NY,New York,40.8229663,-73.9464621,1,0,2335,6004,0
36061023502,NY,New York,40.8159297,-73.9432453,1,0,795,1819,0
36061023600,NY,New York,40.8270566,-73.9542898,1,0,2954,6404,0
36061023700,NY,New York,40.8184725,-73.9413896,1,0,2559,6811,0
36061023801,NY,New York,40.8258302,-73.9440935,1,0,4021,9723,0
36061023802,NY,New York,40.8210133,-73.9395318,1,0,480,1938,0
36061023900,NY,New York,40.82824,-73.9541632,1,0,1007,2371,0
36061024000,NY,New York,40.8237337,-73.9386672,1,0,0,1648,0
36061024100,NY,New York,40.8289967,-73.9418352,1,0,3242,7642,0
36061024200,NY,New York,40.8278881,-73.9389277,1,0,1227,3396,0
36061024301,NY,New York,40.8243024,-73.9355854,1,0,1410,3946,0
36061024302,NY,New York,40.8325614,-73.9512113,1,0,2581,7370,0
36061024500,NY,New York,40.75139,-73.959515,1,0,4713,14934,0
36061024700,NY,New York,40.7696137,-73.9416606,1,0,2480,7074,0
36061024900,NY,New York,40.8323409,-73.9410559,1,0,377,1101,0
36061025100,NY,New York,40.790889,-73.9202473,1,0,784,2526,0
36061025300,NY,New York,40.8356768,-73.9496649,1,0,3763,11236,0
36061025500,NY,New York,40.8059188,-73.9334775,1,0,2240,5771,0
36061025700,NY,New York,40.8360035,-73.9387688,1,0,1604,3876,0
36061025900,NY,New York,40.8316695,-73.937431,1,0,1469,3496,0
36061026100,NY,New York,40.8366323,-73.9420916,1,0,3606,12087,0
36061026300,NY,New York,40.8393482,-73.9478879,1,0,2799,8729,0
36061026500,NY,New York,40.8391263,-73.9364494,1,0,2676,7021,0
36061026700,NY,New York,40.8403421,-73.9399256,1,0,628,2173,0
36061026900,NY,New York,40.842896,-73.9383779,1,0,2581,8428,0
36061027100,NY,New York,40.848173,-73.9460145,1,0,2904,8196,0
36061027300,NY,New York,40.8084355,-73.9540741,1,0,3133,6370,0
36061027500,NY,New York,40.8232145,-73.9423562,1,0,1466,2846,0
36061027700,NY,New York,40.8457845,-73.9344554,1,0,2067,7086,0
36061027900,NY,New York,40.8468227,-73.9374753,1,0,3819,10292,0
36061028100,NY,New York,40.8496184,-73.9400607,1,0,1319,2867,0
36061028300,NY,New York,40.8502185,-73.928708,1,0,3083,7627,0
36061028500,NY,New York,40.8505567,-73.9309745,1,0,2658,7216,0
36061028700,NY,New York,40.8519392,-73.9342905,1,0,1655,4035,0
36061029100,NY,New York,40.8539297,-73.9374112,1,0,3745,11288,0
36061029300,NY,New York,40.8542596,-73.941482,1,0,2930,9033,0
36061029500,NY,New York,40.855429,-73.9273911,1,0,3151,6941,0
36061029700,NY,New York,40.8558384,-73.9316629,1,0,0,161,0
36061029900,NY,New York,40.8570766,-73.9345044,1,0,1478,3834,0
36061030300,NY,New York,40.8588309,-73.9289236,1,0,1706,3753,0
36061030700,NY,New York,40.8615305,-73.9280159,1,0,1761,3434,0
36061030900,NY,New York,40.863902,-73.9344225,1,0,3358,8463,0
36061031100,NY,New York,40.8643049,-73.9239376,1,0,1,2,0
36061031703,NY,New York,40.8659234,-73.92012,1,0,3772,7709,0
36061031704,NY,New York,40.8675294,-73.9249359,1,0,2790,5677,0
36061031900,NY,New York,40.8724974,-73.928619,1,0,1,11,0
36081000100,NY,Queens,40.8665111,-73.9152694,1,0,2626,4949,0
36081000200,NY,Queens,41.3883898,-73.7667883,1,0,876,2829,0
36081000400,NY,Queens,41.3578185,-73.7690523,1,0,1226,4413,0
36081000600,NY,Queens,41.3613922,-73.7276328,1,0,1074,3729,0
36081000700,NY,Queens,41.3992638,-73.7439359,1,0,2379,4790,0
36081000800,NY,Queens,41.4206951,-73.6874215,1,0,946,3360,0
36081001000,NY,Queens,41.3708444,-73.6923249,1,0,963,3502,0
36081001200,NY,Queens,41.3779942,-73.6172641,1,0,1255,3871,0
36081001400,NY,Queens,41.4242906,-73.6173882,1,0,1121,3683,0
36081001600,NY,Queens,41.428734,-73.5668449,1,0,788,2831,0
36081001800,NY,Queens,40.7422074,-73.9436183,1,0,852,2931,0
36081001900,NY,Queens,40.6933082,-73.8661652,1,0,548,1076,0
36081002000,NY,Queens,40.6896856,-73.8647709,1,0,483,1797,0
36081002200,NY,Queens,40.6859082,-73.8637277,1,0,720,2077,0
36081002400,NY,Queens,40.7448438,-73.9514092,1,0,637,2145,0
36081002500,NY,Queens,40.6873473,-73.8582587,1,0,3085,7571,0
36081002600,NY,Queens,40.6907493,-73.8592987,1,0,599,2055,0
36081002800,NY,Queens,40.6942784,-73.8608412,1,0,910,3033,0
36081003000,NY,Queens,40.6950749,-73.8552543,1,0,410,1399,0
36081003100,NY,Queens,40.6897177,-73.8548395,1,0,482,1388,0
36081003200,NY,Queens,40.6902842,-73.8520187,1,0,470,1504,0
36081003300,NY,Queens,40.7486417,-73.9450673,1,0,882,2474,0
36081003400,NY,Queens,40.6913899,-73.8495336,1,0,617,2201,0
36081003600,NY,Queens,40.6959809,-73.8505759,1,0,960,3295,0
36081003700,NY,Queens,40.6972088,-73.8465709,1,0,0,0,0
36081003800,NY,Queens,40.7550657,-73.9450541,1,0,726,2287,0
36081003900,NY,Queens,40.6972603,-73.8430922,1,0,435,1592,0
36081004001,NY,Queens,40.6924319,-73.8443988,1,0,677,2134,0
36081004002,NY,Queens,40.6916999,-73.8472949,1,0,396,1270,0
36081004200,NY,Queens,40.7531761,-73.9339044,1,0,1156,4120,0
36081004300,NY,Queens,40.6873574,-73.8467704,1,0,1037,2437,0
36081004401,NY,Queens,40.7543878,-73.9380943,1,0,957,3500,0
36081004500,NY,Queens,40.6847732,-73.858187,1,0,1479,2975,0
36081004700,NY,Queens,40.6837714,-73.8568176,1,0,1823,3984,0
36081005000,NY,Queens,40.7633048,-73.9432058,1,0,7,29,0
36081005100,NY,Queens,40.6847999,-73.8474941,1,0,732,2231,0
36081005200,NY,Queens,40.7627994,-73.9409316,1,0,780,2751,0
36081005300,NY,Queens,40.683248,-73.8458749,1,0,2405,5340,0
36081005400,NY,Queens,40.681538,-73.8429922,1,0,1618,5257,0
36081005500,NY,Queens,40.6818145,-73.8579641,1,0,373,1067,0
36081005700,NY,Queens,40.7609451,-73.9375143,1,0,1774,4321,0
36081005800,NY,Queens,40.6771616,-73.8593737,1,0,1932,5414,0
36081005900,NY,Queens,40.7645328,-73.9337656,1,0,1872,4169,0
36081006100,NY,Queens,40.7602879,-73.9331578,1,0,2674,5644,0
36081006201,NY,Queens,40.677711,-73.8549186,1,0,2802,5128,0
36081006202,NY,Queens,40.7556398,-73.9321381,1,0,2462,6253,0
36081006300,NY,Queens,40.6807594,-73.8546643,1,0,2767,5949,0
36081006501,NY,Queens,40.7603485,-73.9292728,1,0,1871,3676,0
36081006502,NY,Queens,40.6787655,-73.8487437,1,0,1743,3853,0
36081006900,NY,Queens,40.7537949,-73.9277888,1,0,1902,4611,0
36081007100,NY,Queens,40.7569544,-73.9256721,1,0,1810,3963,0
36081007300,NY,Queens,40.6735602,-73.8486536,1,0,2130,4231,0
36081007500,NY,Queens,40.7597006,-73.9239255,1,0,2175,4116,0
36081007700,NY,Queens,40.7620307,-73.922041,1,0,586,1478,0
36081007900,NY,Queens,40.666876,-73.8467968,1,0,1219,3493,0
36081008100,NY,Queens,40.6648771,-73.854407,1,0,364,1188,0
36081008300,NY,Queens,40.7644845,-73.920024,1,0,1040,2950,0
36081008500,NY,Queens,40.7680492,-73.9176724,1,0,397,1270,0
36081008600,NY,Queens,40.7667951,-73.9151194,1,0,899,2811,0
36081008700,NY,Queens,40.7715023,-73.922154,1,0,1530,4582,0
36081008800,NY,Queens,40.7690871,-73.9230507,1,0,1134,3095,0
36081009100,NY,Queens,40.7669951,-73.9253702,1,0,1247,2796,0
36081009400,NY,Queens,40.7645436,-73.9273299,1,0,862,2834,0
36081009500,NY,Queens,40.7667329,-73.9317327,1,0,966,2289,0
36081009600,NY,Queens,40.7691001,-73.9299452,1,0,882,3135,0
36081009700,NY,Queens,40.7700665,-73.9335769,1,0,1598,3580,0
36081009800,NY,Queens,40.7726204,-73.9286934,1,0,768,2688,0
36081009900,NY,Queens,40.7600215,-73.9407223,1,0,0,3,0
36081010000,NY,Queens,40.6770706,-73.841081,1,0,989,3571,0
36081010100,NY,Queens,40.774378,-73.9349707,1,0,1088,2552,0
36081010200,NY,Queens,40.6708511,-73.8385632,1,0,742,2677,0
36081010300,NY,Queens,40.7758824,-73.9296715,1,0,1872,3934,0
36081010400,NY,Queens,40.6814105,-73.8365114,1,0,878,3147,0
36081010500,NY,Queens,40.7744652,-73.9207974,1,0,1670,4244,0
36081010600,NY,Queens,40.6809137,-73.8322684,1,0,913,3427,0
36081010701,NY,Queens,40.7764819,-73.9186027,1,0,0,0,0
36081010800,NY,Queens,40.6854,-73.8312082,1,0,804,2980,0
36081011000,NY,Queens,40.7787875,-73.9230731,1,0,834,3075,0
36081011100,NY,Queens,40.6811536,-73.8288851,1,0,1261,3050,0
36081011200,NY,Queens,40.7784032,-73.9162557,1,0,707,2358,0
36081011300,NY,Queens,40.6787779,-73.8229675,1,0,1860,4234,0
36081011400,NY,Queens,40.7814851,-73.9154037,1,0,383,1330,0
36081011500,NY,Queens,40.6829682,-73.8265465,1,0,1085,2325,0
36081011600,NY,Queens,40.7827883,-73.9129479,1,0,579,2178,0
36081011700,NY,Queens,40.685683,-73.824964,1,0,1736,3848,0
36081011800,NY,Queens,40.785292,-73.9060848,1,0,684,2628,0
36081011900,NY,Queens,40.6886101,-73.8305959,1,0,783,1701,0
36081012000,NY,Queens,40.6873142,-73.8350142,1,0,650,2487,0
36081012100,NY,Queens,40.7787953,-73.9073131,1,0,927,2064,0
36081012200,NY,Queens,40.6840981,-73.8390746,1,0,878,2971,0
36081012301,NY,Queens,40.7762579,-73.9084659,1,0,1227,2910,0
36081012400,NY,Queens,40.6879689,-73.8418438,1,0,825,2914,0
36081012500,NY,Queens,40.7744206,-73.9133464,1,0,697,1662,0
36081012601,NY,Queens,40.6888159,-73.8388153,1,0,709,2413,0
36081012602,NY,Queens,40.7722286,-73.9104565,1,0,740,2578,0
36081012800,NY,Queens,40.6906952,-73.8339159,1,0,689,2030,0
36081013000,NY,Queens,40.7712054,-73.9060641,1,0,530,1745,0
36081013200,NY,Queens,40.6915362,-73.8286702,1,0,615,1772,0
36081013400,NY,Queens,40.7727587,-73.9035141,1,0,2682,5474,0
36081013500,NY,Queens,40.6965157,-73.8310887,1,0,596,1411,0
36081013600,NY,Queens,40.7757825,-73.8990836,1,0,866,1972,0
36081013700,NY,Queens,40.6952398,-73.834319,1,0,739,1579,0
36081013800,NY,Queens,40.7709334,-73.9156734,1,0,1386,3604,0
36081014000,NY,Queens,40.6936963,-73.837425,1,0,1366,3705,0
36081014100,NY,Queens,40.6932014,-73.8407158,1,0,705,1621,0
36081014201,NY,Queens,40.6982644,-73.8401252,1,0,1155,4348,0
36081014202,NY,Queens,40.7003729,-73.837877,1,0,638,2838,0
36081014300,NY,Queens,40.7013006,-73.8343929,1,0,1704,4065,0
36081014400,NY,Queens,40.7052718,-73.8349247,1,0,588,2109,0
36081014500,NY,Queens,40.7706485,-73.8989767,1,0,951,2246,0
36081014700,NY,Queens,40.7066144,-73.8286632,1,0,1376,3054,0
36081014800,NY,Queens,40.7689636,-73.9049233,1,0,573,2265,0
36081014900,NY,Queens,40.7065698,-73.8251454,1,0,1023,2674,0
36081015000,NY,Queens,40.7037232,-73.8289874,1,0,610,2458,0
36081015100,NY,Queens,40.7669831,-73.906686,1,0,1174,2794,0
36081015200,NY,Queens,40.7009789,-73.8245894,1,0,739,2721,0
36081015300,NY,Queens,40.6986903,-73.8202841,1,0,938,2145,0
36081015400,NY,Queens,40.7663006,-73.9115112,1,0,652,2333,0
36081015500,NY,Queens,40.698569,-73.8285071,1,0,931,2251,0
36081015600,NY,Queens,40.7642809,-73.9075079,1,0,866,3218,0
36081015700,NY,Queens,40.7629976,-73.9107521,1,0,661,1543,0
36081015801,NY,Queens,40.694524,-73.8224212,1,0,1012,3737,0
36081015802,NY,Queens,40.7618544,-73.9144441,1,0,1204,4398,0
36081015900,NY,Queens,40.6934064,-73.821155,1,0,1916,4136,0
36081016100,NY,Queens,40.760167,-73.9108443,1,0,783,2377,0
36081016300,NY,Queens,40.6937659,-73.813753,1,0,1692,4382,0
36081016400,NY,Queens,40.7580802,-73.9136453,1,0,860,3313,0
36081016600,NY,Queens,40.6921953,-73.8205653,1,0,983,3278,0
36081016800,NY,Queens,40.7600344,-73.9175933,1,0,769,2684,0
36081016900,NY,Queens,40.6903476,-73.8206026,1,0,2383,5539,0
36081017000,NY,Queens,40.7550147,-73.9219258,1,0,738,2600,0
36081017100,NY,Queens,40.6888961,-73.8122577,1,0,2,8,0
36081017200,NY,Queens,40.6875436,-73.8196472,1,0,595,2101,0
36081017400,NY,Queens,40.7557869,-73.9183425,1,0,665,2244,0
36081017600,NY,Queens,40.7550819,-73.9145862,1,0,619,2143,0
36081017800,NY,Queens,40.7563233,-73.9098741,1,0,569,1925,0
36081017900,NY,Queens,40.6851018,-73.8165255,1,0,422,1054,0
36081018000,NY,Queens,40.6812928,-73.8207156,1,0,328,1090,0
36081018101,NY,Queens,40.6793479,-73.817233,1,0,1675,4090,0
36081018102,NY,Queens,40.7482633,-73.9143492,1,0,1938,3928,0
